dataset,domain,n_rows,n_x,n_y,n_pairs,x_var_mean,x_var_std,x_var_min,x_var_max,corr_mean,corr_std,corr_min,corr_max,y_var_mean,y_var_std,y_var_min,y_var_max,performance_rmse,ezr_stability_agreement,stability_jaccard_mean,stability_jaccard_min,stability_jaccard_max
Health-Commits0009,hpo,10000,5,3,10,0.6809534660167201,0.15964075779649542,0.5894134073593847,0.9999720299999999,0.009602618323441016,0.005694779856624262,0.0030572735453999024,0.02311940009415606,0.22839070781277768,0.015633558743020783,0.2082668338136933,0.2463826202163772,17.18,0.0,0.6489,0.0,1.0
Health-Commits0010,hpo,10000,5,3,10,0.6809534660167201,0.15964075779649542,0.5894134073593847,0.9999720299999999,0.009602618323441016,0.005694779856624262,0.0030572735453999024,0.02311940009415606,0.4670588590007645,0.3611495745339325,0.12044230570377926,0.9652305631298668,25.95,0.0,0.6347,0.2,1.0
Health-Commits0011,hpo,10000,5,3,10,0.6809534660167201,0.15964075779649542,0.5894134073593847,0.9999720299999999,0.009602618323441016,0.005694779856624262,0.0030572735453999024,0.02311940009415606,0.4554843984364516,0.29866702682956564,0.08414160805223297,0.8154583707611593,0.0,0.0,0.6221,0.2,1.0
Car_price_cleaned,misc,205,38,5,703,0.3989846010009283,0.13112278744474595,0.2401665097578765,0.9972899366815252,0.3497008001700175,0.30125652937623254,0.00025299011422600656,1.0,0.6611305681298442,0.20389040757096089,0.3956776478685279,0.9925360950915026,0.0,5.0,0.1955,0.0,0.7143
Wine_quality,misc,1599,10,2,45,0.25429400348551967,0.063107528954138,0.1570971038508037,0.3894804289046673,0.2062829656686493,0.19682799033187434,0.0019178819627908921,0.6829781945685299,0.325360960062444,0.002434209276863497,0.32292675078558053,0.3277951693393075,16.69,0.0,0.378,0.0,0.8333
auto93,misc,398,4,3,6,0.6601531335243127,0.09864556098047547,0.5381848244293835,0.8073849145223605,0.5199878648526677,0.24763104838587416,0.19418076036020673,0.9507213901392407,0.4079989540710522,0.06223037834588357,0.327883609237383,0.4796014933483513,2.93,12.0,0.7465,0.5,1.0
coc1000,process,1000,20,5,190,0.6142517279292525,0.019064008041179588,0.5864866238883885,0.6521618749291552,0.02387849864666594,0.019639338821649966,0.00029614144374640175,0.09498140223110246,0.47599682835645335,0.1476706276109737,0.2888160992979114,0.6174493906386175,16.5,0.0,0.1741,0.0,0.7143
nasa93dem,process,93,22,3,231,0.49721898135009474,0.3943943892868998,0.0,0.9538674991328475,0.33168284151155414,0.11034357472169168,0.004905493533095869,0.6023227817604562,0.2623005974025356,0.015856068097153994,0.2399987576167511,0.27547470781519523,8.5,93.0,0.6095,0.2857,1.0
pom3a,process,20000,9,3,36,0.5770789853315514,0.0018099413730065215,0.5744583312352259,0.5796240557192158,0.006773273123443851,0.005630393334925393,0.00016703083866314192,0.02182857567773392,0.3601619924438301,0.08076478442246794,0.29496246566322415,0.473978699170486,18.04,0.0,0.3648,0.0,0.8333
pom3b,process,20000,9,3,36,0.5773311426173353,0.0015425373069872647,0.5748078557264948,0.5794976214169583,0.005203130639905857,0.003243030353481937,0.0003895948796915366,0.012403160536690406,0.367823045999002,0.0828708687388679,0.3035987839133399,0.48483396647941074,19.08,0.0,0.3346,0.0,0.8333
pom3c,process,20000,9,3,36,0.5766011053838556,0.0018990084057553343,0.5727956331928459,0.5786405018466751,0.004116712818362206,0.0030405094500174827,2.9733523764943395e-05,0.012908109170548809,0.37792859976458065,0.09753018601912847,0.301527732887783,0.5155794551867201,29.76,0.0,0.3969,0.0,1.0
pom3d,process,500,9,3,36,0.5769775872712093,0.014373499294440137,0.5509375444896947,0.5988650958280127,0.03696293171061862,0.028871959133365186,0.0010285061853251062,0.11607027231115657,0.3668951537936607,0.1864409071258288,0.153783572825753,0.6079050565905969,10.12,0.0,0.3552,0.0,0.8
xomo_flight,process,10000,24,4,276,0.5287751974888618,0.15944568509665402,0.0,0.5802472125275625,0.008193750493428738,0.006437944057223507,1.141721045893323e-05,0.03398198342552865,0.26793855447607356,0.11097240215982736,0.11201293088574193,0.420061705299048,10.59,0.0,0.2331,0.0714,0.625
xomo_ground,process,10000,24,4,276,0.5296099407055791,0.15969317192116925,0.0,0.5825183514320615,0.00793098078034111,0.005798002993988834,5.004460901308937e-06,0.03132212069063777,0.265996661202576,0.09772624329413472,0.13570124566124095,0.4027115109050579,11.8,0.0,0.2299,0.0,0.6667
xomo_osp,process,10000,24,4,276,0.5302106342359528,0.15987624313005944,0.0,0.5817888620403797,0.00847908038325184,0.005913219980382906,7.231442132995091e-06,0.02697555075254835,0.24462859939721734,0.10109687746399575,0.14331378316285065,0.4077094378072509,10.17,0.0,0.2192,0.0,0.625
xomo_osp2,process,10000,24,4,276,0.45721529383937076,0.23455241742822422,0.0,0.5802802295883946,0.007478570631051402,0.005451179002263762,4.0180129656489583e-05,0.024013119053480438,0.3689418052816136,0.1906659109833584,0.24538892163285195,0.6986338897174851,12.7,0.0,0.2053,0.0,0.6667
A2C_Acrobot,rl,223,10,3,45,0.6462056170315031,0.12787529252630064,0.5627954826611052,0.9995072083052937,0.06891430981307137,0.08053925659067693,0.0031489325452490726,0.5390644376044162,0.5783390849862097,0.19276962625769992,0.3190470864973725,0.7808955625656976,16.4,0.0,0.3857,0.0,1.0
A2C_CartPole,rl,317,7,4,21,0.5910242448969719,0.010904174812212196,0.5732557802762145,0.6098210924825539,0.042081311274727834,0.03214285745241061,0.00021443921289572665,0.12512502449444546,0.3787617504190725,0.16528565190978117,0.11929495895952404,0.5574826368068021,42.54,0.0,0.5279,0.1429,1.0
Marketing_Analytics,sales_data,2205,31,8,465,0.49064458017814944,0.23705724523939561,0.0,0.9999546474976524,0.1415641831463297,0.19859544674617968,0.0003338488367916976,0.9965692598155187,0.3598911714388791,0.1934879842374304,0.18961038512804418,0.7161375412068999,25.2,0.0,0.2508,0.0,0.7143
accessories,sales_data,1121,14,2,91,0.5891665045634926,0.43389429026061876,0.0,1.0,0.6149561324593698,0.4335782387603806,0.0,1.0,0.18769588069101192,0.05000983811271212,0.1376860425782998,0.23770571880372404,86.78,0.0,0.6632,0.1667,1.0
dress-up,sales_data,913,20,2,190,0.6095272170173562,0.42641083951487163,0.0,1.0,0.5870084268007022,0.38376907322386056,0.01870611473698823,1.0,0.0928680453341078,0.0263767599572087,0.06649128537689909,0.1192448052913165,70.1,0.0,0.4544,0.125,1.0
socks,sales_data,350,20,1,190,0.025126830425414616,0.08780509209090437,0.0,0.3936591653388493,0.04758827186118031,0.0,0.04758827186118031,0.04758827186118031,0.3968046373471786,0.0,0.3968046373471786,0.3968046373471786,0.0,20.0,1.0,1.0,1.0
wallpaper,sales_data,247,22,2,231,0.7630983707416696,0.31519138574087857,0.0,1.0,0.6244854563667361,0.3328715121215985,0.01707220594066741,1.0000000000000002,0.34132521971984986,0.14433007621660218,0.1969951435032477,0.48565529593645207,31.0,18.0,0.4175,0.1667,1.0
7z,systems,68640,14,1,91,0.6483935759125965,0.30991088322091076,0.0,1.0,0.03787878787878788,0.08963757247120632,0.0,0.25,0.3669154711031495,0.0,0.3669154711031495,0.3669154711031495,1.96,49.0,0.5122,0.1667,1.0
BDBC,systems,2560,16,1,120,0.825,0.15968719422671324,0.6399999999999997,1.0,0.037500000000000006,0.09673488971869916,0.0,0.33333333333333337,0.6063580993770993,0.0,0.6063580993770993,0.6063580993770993,1.16,53.0,0.7003,0.4286,1.0
HSQLDB,systems,864,18,1,153,0.7283950617283951,0.3350720542091874,0.0,1.0,0.05873015873015872,0.16742834269326037,0.0,1.0,0.762342591270299,0.0,0.762342591270299,0.762342591270299,0.71,33.0,0.4122,0.1,0.8571
LLVM,systems,1024,10,1,45,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4906570283025088,0.0,0.4906570283025088,0.4906570283025088,3.71,50.0,0.6175,0.375,1.0
PostgreSQL,systems,19008,9,1,36,0.8399641043176141,0.30456418574485977,0.0,1.0,2.318597346861096e-19,8.97173837969618e-19,0.0,4.703815295152059e-18,0.5331656995253677,0.0,0.5331656995253677,0.5331656995253677,2.52,3.0,0.6184,0.1429,1.0
dconvert,systems,6764,18,1,153,0.7594779582961617,0.21719694085768756,0.39526613395927424,0.9999314560929065,0.07466933340828705,0.13993158835609706,2.0297441707918845e-06,0.6598538518299588,0.38231258691544945,0.0,0.38231258691544945,0.38231258691544945,7.9,7.0,0.2561,0.0,0.7143
deeparch,systems,4096,12,1,66,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.45432230173972715,0.0,0.45432230173972715,0.45432230173972715,5.01,2.0,0.668,0.3333,1.0
exastencils,systems,86058,12,1,66,0.7025394804805778,0.3422420054579474,0.0,1.0,0.06309855030561023,0.20925212944313692,0.0,1.0,0.2881319715334267,0.0,0.2881319715334267,0.2881319715334267,12.37,2.0,0.5924,0.25,1.0
javagc,systems,166975,35,1,595,0.6601265320109171,0.16429422881148886,0.4536784341851407,0.9450789301298812,0.08576246870092004,0.11062434213047333,7.295210891250692e-05,0.5295239992925875,0.06069472916976251,0.0,0.06069472916976251,0.06069472916976251,4.61,0.0,0.153,0.0,0.5
redis,systems,4400,9,1,36,0.660142107407038,0.12973757595182073,0.48273816254115987,0.9963452479338843,0.0638637385309497,0.05633761462012446,0.002353460769653075,0.236110527238186,0.23834995825729455,0.0,0.23834995825729455,0.23834995825729455,40.87,0.0,0.373,0.1111,0.8
storm,systems,1557,12,1,66,0.9935994261400304,0.014105695708500421,0.9489754249959828,0.9999981437533123,0.032019002592585964,0.12587385298687112,0.00044784086670961464,0.9999999999999994,0.5042330431584632,0.0,0.5042330431584632,0.5042330431584632,0.71,15.0,0.4083,0.1,0.8333
x264,systems,53662,17,1,136,0.4276124366667591,0.2007814765200442,0.12179095496833037,0.7170589534824563,0.05834980241766164,0.11275729631282472,0.00037253556873502377,0.5878456484539825,0.1538840031811204,0.0,0.1538840031811204,0.1538840031811204,41.03,0.0,0.3411,0.1,0.8333
dataset120,test,5160,9,1,36,0.43118778228323495,0.2623079651361729,0.0712242335806099,0.6819930377446601,0.3778240354143225,0.3271541207483371,0.00120552933197011,0.9978624374293625,0.7127863506323178,0.0,0.7127863506323178,0.7127863506323178,0.0,18.0,0.391,0.0,1.0
dataset600,test,5160,9,1,36,0.42956512816080766,0.2677257546314915,0.054269663738787534,0.6876147936325611,0.3836712479827492,0.3264506716715016,0.0005650876141812173,0.9971447540445272,0.7481012762320552,0.0,0.7481012762320552,0.7481012762320552,0.0,4.0,0.3829,0.0,1.0
